Action,PlayerScore,OpponentScore,AccruedScore,NumDiceAvailable,Dice1,Dice2,Dice3,Dice4,Dice5,Dice6,Outcome1,Outcome2,Outcome3,Outcome4,Outcome5,Outcome6
1,7900,5450,0,5,6,1,3,1,1,0,0,1,0,1,1,0
1,8500,5850,1550,5,1,2,3,2,2,0,1,0,0,0,0,0
1,850,6600,0,5,2,6,1,4,4,0,0,0,1,0,0,0
1,1950,7000,1400,4,3,1,4,6,0,0,0,1,0,0,0,0
1,600,6950,1250,4,2,2,1,2,0,0,0,0,1,0,0,0
0,1950,10950,0,5,0,0,0,0,0,0,1,0,0,0,0,0
1,7050,450,2550,6,6,2,1,5,5,4,0,0,1,0,0,0
0,3450,4100,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2150,7400,0,5,5,4,6,6,5,0,1,0,0,0,1,0
0,8150,5100,0,6,0,0,0,0,0,0,1,0,0,0,0,0
1,2700,7500,550,3,5,1,2,0,0,0,0,1,0,0,0,0
1,4450,0,150,5,6,6,4,3,4,0,0,0,0,1,0,0
0,5900,8200,9550,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6650,6950,850,4,1,4,2,4,0,0,1,0,0,0,0,0
0,8550,9400,1700,3,0,0,0,0,0,0,1,0,0,0,0,0
1,5500,1050,150,2,4,6,0,0,0,0,0,1,0,0,0,0
0,5250,3600,0,6,0,0,0,0,0,0,1,0,0,0,0,0
0,1000,2850,1700,1,0,0,0,0,0,0,0,0,0,0,0,0
1,8000,6800,700,4,6,3,6,5,0,0,0,0,0,1,0,0
1,10000,4650,950,2,6,4,0,0,0,0,1,0,0,0,0,0
1,5500,10400,600,3,5,6,6,0,0,0,1,0,0,0,0,0
0,1150,6700,1550,4,0,0,0,0,0,0,1,0,0,0,0,0
0,3050,6750,450,1,0,0,0,0,0,0,0,0,0,0,0,0
1,9300,2800,750,4,5,4,4,5,0,0,1,0,0,1,0,0
1,9500,10400,3650,4,4,6,1,1,0,0,0,0,1,1,0,0
1,3500,1500,850,4,6,1,2,2,0,0,0,1,0,0,0,0
1,9850,5450,0,6,3,2,6,1,3,1,0,0,0,1,0,1
1,2500,7200,750,6,5,5,6,5,1,5,1,1,0,1,1,1
1,1400,950,1450,5,4,6,2,5,5,0,0,0,0,1,1,0
0,7350,1050,100,1,0,0,0,0,0,0,0,0,0,0,0,0
1,10450,8550,600,4,6,2,2,2,0,0,1,0,0,0,0,0
0,3050,500,750,2,0,0,0,0,0,0,1,0,0,0,0,0
0,1550,5550,3750,6,0,0,0,0,0,0,1,0,0,0,0,0
1,600,4750,0,5,5,4,2,6,4,0,1,0,0,0,0,0
0,5150,6000,300,1,0,0,0,0,0,0,0,0,0,0,0,0
1,7300,5300,0,5,6,1,1,3,5,0,0,1,1,0,0,0
1,1050,5700,350,3,4,1,1,0,0,0,0,1,1,0,0,0
1,3900,150,0,6,2,6,4,5,1,1,0,0,0,0,1,1
1,5300,9850,550,6,4,6,3,4,5,5,0,0,0,0,1,1
1,3100,7900,600,4,1,1,6,6,0,0,1,1,0,0,0,0
0,6450,3500,350,2,0,0,0,0,0,0,1,0,0,0,0,0
1,2500,7700,0,4,6,3,3,3,0,0,1,0,0,0,0,0
0,2250,4650,800,2,0,0,0,0,0,0,1,0,0,0,0,0
0,2050,5900,1100,3,0,0,0,0,0,0,1,0,0,0,0,0
0,4150,9950,1400,4,0,0,0,0,0,0,1,0,0,0,0,0
0,7450,2500,650,4,0,0,0,0,0,0,1,0,0,0,0,0
0,5800,6850,600,3,0,0,0,0,0,0,1,0,0,0,0,0
0,5650,8600,1200,5,0,0,0,0,0,0,1,0,0,0,0,0
1,9400,1000,750,2,2,5,0,0,0,0,0,1,0,0,0,0
1,1600,8900,700,3,2,3,4,0,0,0,1,0,0,0,0,0
1,550,10700,0,2,4,6,0,0,0,0,0,1,0,0,0,0
1,2400,1150,150,4,2,5,6,6,0,0,0,1,0,0,0,0
1,3350,5350,3100,5,1,6,1,4,6,0,1,0,1,0,0,0
0,7750,4500,100,4,0,0,0,0,0,0,1,0,0,0,0,0
0,7950,7200,950,6,0,0,0,0,0,0,1,0,0,0,0,0
0,6200,4400,700,2,0,0,0,0,0,0,1,0,0,0,0,0
1,2150,5300,0,6,1,5,1,5,5,2,1,1,1,1,1,0
1,5100,4400,500,2,1,2,0,0,0,0,1,0,0,0,0,0
0,8400,1300,500,5,0,0,0,0,0,0,1,0,0,0,0,0
1,9800,1050,250,4,1,3,2,2,0,0,1,0,0,0,0,0
1,7100,3900,500,5,3,5,5,2,3,0,0,1,1,0,0,0
0,10000,900,450,5,0,0,0,0,0,0,1,0,0,0,0,0
0,10700,3800,2050,4,0,0,0,0,0,0,1,0,0,0,0,0
0,5600,10000,400,5,0,0,0,0,0,0,1,0,0,0,0,0
1,3950,3150,650,5,1,3,4,2,2,0,1,0,0,0,0,0
0,1900,6300,500,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1350,6050,800,5,0,0,0,0,0,0,1,0,0,0,0,0
0,8350,700,4250,2,0,0,0,0,0,0,0,0,0,0,0,0
1,6800,2100,4550,6,6,4,5,5,4,4,0,1,1,1,1,1
1,8850,5300,0,2,4,4,0,0,0,0,1,1,0,0,0,0
0,10550,2450,400,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3000,9700,0,4,3,1,2,6,0,0,0,1,0,0,0,0
1,800,100,2600,4,3,2,1,2,0,0,0,0,1,0,0,0
0,2850,9350,0,3,0,0,0,0,0,0,1,0,0,0,0,0
0,4100,4600,1450,4,0,0,0,0,0,0,1,0,0,0,0,0
1,10150,9700,1050,2,4,5,0,0,0,0,0,1,0,0,0,0
1,9100,2100,0,2,5,2,0,0,0,0,1,0,0,0,0,0
0,9300,3800,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,7300,10050,350,4,6,6,3,2,0,0,1,1,0,0,0,0
0,5200,8050,250,4,0,0,0,0,0,0,1,0,0,0,0,0
0,4450,200,0,6,0,0,0,0,0,0,1,0,0,0,0,0
1,2750,2700,1950,5,5,2,5,1,1,0,0,0,0,1,1,0
0,7700,1650,2000,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1300,4050,1850,3,0,0,0,0,0,0,1,0,0,0,0,0
0,1100,6200,200,6,0,0,0,0,0,0,1,0,0,0,0,0
1,10600,9850,850,6,3,4,3,1,2,5,0,0,0,1,0,0
1,7550,7600,0,3,1,2,3,0,0,0,1,0,0,0,0,0
1,7250,9550,0,3,5,5,2,0,0,0,1,1,0,0,0,0
1,9450,5550,100,6,2,5,6,2,4,4,0,1,0,0,0,0
0,5150,5400,800,5,0,0,0,0,0,0,1,0,0,0,0,0
0,6150,5700,350,3,0,0,0,0,0,0,1,0,0,0,0,0
0,10000,800,450,6,0,0,0,0,0,0,1,0,0,0,0,0
1,10300,7850,0,3,3,3,5,0,0,0,0,0,1,0,0,0
1,1450,300,3450,6,6,6,5,3,6,2,1,1,1,0,1,0
1,3950,7500,2350,3,2,5,3,0,0,0,0,1,0,0,0,0
0,5750,3550,3250,2,0,0,0,0,0,0,0,0,0,0,0,0
1,8350,6750,0,3,6,1,4,0,0,0,0,1,0,0,0,0
1,3650,9650,0,3,2,4,3,0,0,0,1,0,0,0,0,0
1,4150,11000,850,4,2,5,6,1,0,0,0,0,0,1,0,0
0,3800,7400,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,4750,5400,2200,2,2,4,0,0,0,0,1,0,0,0,0,0
1,2650,700,750,4,5,3,5,5,0,0,1,0,1,1,0,0
1,450,6700,0,3,3,3,1,0,0,0,0,0,1,0,0,0
0,700,3050,150,5,0,0,0,0,0,0,1,0,0,0,0,0
1,9850,8450,1100,4,5,3,5,5,0,0,1,0,1,1,0,0
1,1650,2650,500,3,2,6,1,0,0,0,0,0,1,0,0,0
1,950,10750,1850,4,2,3,6,5,0,0,0,0,0,1,0,0
0,5350,9550,0,4,0,0,0,0,0,0,1,0,0,0,0,0
1,500,3850,1950,4,3,3,6,1,0,0,0,0,0,1,0,0
0,8950,9500,950,5,0,0,0,0,0,0,1,0,0,0,0,0
1,5200,4700,0,5,2,4,6,3,5,0,0,0,0,0,1,0
0,6800,5500,100,6,0,0,0,0,0,0,1,0,0,0,0,0
1,9800,2450,0,2,3,2,0,0,0,0,0,1,0,0,0,0
0,3100,5900,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,6750,900,550,6,1,3,5,2,4,6,1,0,0,0,0,0
1,2300,100,0,6,2,5,2,2,5,4,0,1,0,0,1,0
1,7750,4350,600,3,4,4,6,0,0,0,0,0,1,0,0,0
1,5350,9800,0,5,2,5,4,2,2,0,0,1,0,0,0,0
0,6600,6400,250,2,0,0,0,0,0,0,1,0,0,0,0,0
0,4500,3100,900,1,0,0,0,0,0,0,0,0,0,0,0,0
0,9050,7700,350,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2350,4150,800,4,4,4,6,6,0,0,0,0,1,1,0,0
1,4300,8450,100,4,6,4,4,2,0,0,1,0,0,0,0,0
1,5850,1000,0,3,3,3,5,0,0,0,0,0,1,0,0,0
1,5400,6100,0,5,2,6,5,2,4,0,0,0,1,0,0,0
1,4250,3500,6100,6,4,3,5,2,1,3,0,0,0,0,1,0
1,2950,7250,0,2,6,5,0,0,0,0,0,1,0,0,0,0
0,4100,7950,300,3,0,0,0,0,0,0,1,0,0,0,0,0
1,4700,8950,1000,3,5,3,3,0,0,0,1,0,0,0,0,0
0,1700,750,0,6,0,0,0,0,0,0,1,0,0,0,0,0
1,5550,4650,2000,5,4,4,3,1,5,0,0,0,0,1,0,0
0,1400,6150,750,5,0,0,0,0,0,0,1,0,0,0,0,0
1,5600,1350,0,3,4,1,5,0,0,0,0,1,0,0,0,0
0,1250,1300,100,1,0,0,0,0,0,0,0,0,0,0,0,0
1,7450,8550,650,6,5,5,2,2,1,4,0,0,0,0,1,0
1,1150,5400,350,4,6,5,4,5,0,0,0,1,0,1,0,0
1,7150,3300,250,6,6,3,1,6,4,5,0,0,1,0,0,0
0,3300,650,1150,4,0,0,0,0,0,0,1,0,0,0,0,0
1,1800,3600,1100,3,3,2,4,0,0,0,0,1,0,0,0,0
1,5950,2500,1250,3,3,5,1,0,0,0,0,0,1,0,0,0
1,5200,3900,0,2,3,4,0,0,0,0,1,0,0,0,0,0
0,5550,10100,1900,3,0,0,0,0,0,0,1,0,0,0,0,0
1,9000,550,0,2,2,1,0,0,0,0,0,1,0,0,0,0
1,8350,7850,400,2,2,3,0,0,0,0,1,0,0,0,0,0
1,5850,10350,2000,6,2,6,5,6,3,6,0,1,1,1,0,1
0,3400,6450,250,4,0,0,0,0,0,0,1,0,0,0,0,0
1,5700,4150,1650,2,6,4,0,0,0,0,1,0,0,0,0,0
0,9250,10100,0,6,0,0,0,0,0,0,1,0,0,0,0,0
1,150,400,6200,4,3,4,3,6,0,0,0,0,0,1,0,0
1,3550,2400,0,5,4,3,6,6,5,0,0,0,0,0,1,0
1,450,2500,150,3,4,4,1,0,0,0,0,0,1,0,0,0
0,7500,400,0,6,0,0,0,0,0,0,1,0,0,0,0,0
0,8700,550,100,6,0,0,0,0,0,0,1,0,0,0,0,0
0,300,850,600,1,0,0,0,0,0,0,0,0,0,0,0,0
0,9650,11000,1100,4,0,0,0,0,0,0,1,0,0,0,0,0
1,1550,7350,50,5,6,6,6,5,6,0,1,1,1,0,1,0
0,8350,250,1250,4,0,0,0,0,0,0,1,0,0,0,0,0
1,6950,2300,750,5,4,2,2,6,4,0,0,1,1,0,0,0
0,8350,50,450,3,0,0,0,0,0,0,1,0,0,0,0,0
1,6050,750,4000,6,5,4,6,2,5,3,1,0,0,0,1,0
1,8700,7050,750,5,3,2,4,5,6,0,0,0,0,1,0,0
0,5800,7400,1400,6,0,0,0,0,0,0,1,0,0,0,0,0
0,7850,3550,1600,6,0,0,0,0,0,0,1,0,0,0,0,0
1,7300,3300,8950,6,4,1,2,4,4,4,1,0,0,1,1,1
1,3350,4000,0,5,1,1,3,2,3,0,1,1,0,0,0,0
1,9050,4200,1200,3,5,2,3,0,0,0,1,0,0,0,0,0
1,4050,3350,3100,2,4,4,0,0,0,0,1,1,0,0,0,0
0,1300,1350,550,2,0,0,0,0,0,0,1,0,0,0,0,0
1,1650,700,950,6,1,1,4,3,5,1,1,1,0,0,1,1
0,50,4000,300,1,0,0,0,0,0,0,0,0,0,0,0,0
0,6950,9400,0,6,0,0,0,0,0,0,1,0,0,0,0,0
1,5950,3200,2250,6,5,3,3,1,6,2,0,0,0,1,0,0
0,3250,950,650,1,0,0,0,0,0,0,0,0,0,0,0,0
0,7100,7250,800,5,0,0,0,0,0,0,1,0,0,0,0,0
0,9100,4400,1700,6,0,0,0,0,0,0,1,0,0,0,0,0
1,7650,8400,250,5,5,6,5,1,1,0,0,0,0,1,1,0
0,10350,2750,150,5,0,0,0,0,0,0,1,0,0,0,0,0
0,3150,3400,0,4,0,0,0,0,0,0,1,0,0,0,0,0
0,9700,6400,1100,4,0,0,0,0,0,0,1,0,0,0,0,0
1,4350,7350,1050,4,6,2,5,6,0,0,0,0,1,0,0,0
1,7250,10450,900,6,5,6,5,3,5,5,1,0,1,0,1,1
1,850,3350,800,5,2,1,4,1,6,0,0,1,0,1,0,0
0,7550,6750,1150,2,0,0,0,0,0,0,1,0,0,0,0,0
0,1850,8300,2850,5,0,0,0,0,0,0,1,0,0,0,0,0
0,7750,7050,0,4,0,0,0,0,0,0,1,0,0,0,0,0
0,8150,10750,900,5,0,0,0,0,0,0,1,0,0,0,0,0
1,4950,1100,50,2,3,5,0,0,0,0,0,1,0,0,0,0
1,1450,8200,900,2,4,1,0,0,0,0,0,1,0,0,0,0
0,8300,7950,1950,1,0,0,0,0,0,0,0,0,0,0,0,0
0,5850,6750,0,4,0,0,0,0,0,0,1,0,0,0,0,0
0,2000,2150,0,2,0,0,0,0,0,0,1,0,0,0,0,0
0,9300,2500,100,2,0,0,0,0,0,0,1,0,0,0,0,0
0,2300,10200,6950,4,0,0,0,0,0,0,1,0,0,0,0,0
0,1000,9800,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,4700,1150,250,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2450,4450,700,5,5,2,4,6,3,0,1,0,0,0,0,0
1,4550,10650,0,6,3,2,3,1,3,1,1,0,1,1,1,1
0,1000,5550,1700,4,0,0,0,0,0,0,1,0,0,0,0,0
0,3650,3000,300,2,0,0,0,0,0,0,1,0,0,0,0,0
1,9150,550,0,5,4,1,6,3,6,0,0,1,0,0,0,0
1,4450,6950,5350,3,4,3,5,0,0,0,0,0,1,0,0,0
0,8000,1250,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,10500,3950,0,4,2,3,2,6,0,0,0,0,0,1,0,0
1,5200,1250,950,3,3,2,5,0,0,0,0,0,1,0,0,0
0,1650,6200,850,1,0,0,0,0,0,0,0,0,0,0,0,0
0,5900,9150,950,6,0,0,0,0,0,0,1,0,0,0,0,0
1,9550,2600,450,5,4,6,2,4,6,0,0,0,1,0,0,0
1,7500,3650,700,3,5,5,6,0,0,0,1,1,0,0,0,0
1,7450,4050,0,6,1,5,2,6,2,3,1,0,0,0,0,0
1,10450,9800,550,3,1,2,6,0,0,0,1,0,0,0,0,0
0,1100,9150,500,5,0,0,0,0,0,0,1,0,0,0,0,0
1,2950,3250,400,2,3,1,0,0,0,0,0,1,0,0,0,0
1,4600,2000,650,6,3,6,4,5,1,5,0,0,0,0,1,0
1,2350,6150,1600,5,6,2,1,6,2,0,0,0,1,0,0,0
1,2800,4800,800,4,2,5,5,4,0,0,0,1,1,0,0,0
1,5650,800,900,3,4,4,1,0,0,0,0,0,1,0,0,0
1,8050,3200,1900,2,3,6,0,0,0,0,0,1,0,0,0,0
0,6000,9200,4850,3,0,0,0,0,0,0,1,0,0,0,0,0
0,1300,2900,650,1,0,0,0,0,0,0,0,0,0,0,0,0
1,5600,3400,550,2,4,5,0,0,0,0,0,1,0,0,0,0
0,2700,3750,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,5700,7050,0,3,0,0,0,0,0,0,1,0,0,0,0,0
0,500,8600,1700,6,0,0,0,0,0,0,1,0,0,0,0,0
1,6900,7450,250,3,2,1,6,0,0,0,0,1,0,0,0,0
1,7850,5750,0,4,4,3,4,6,0,0,0,0,0,1,0,0
1,10300,9800,1050,5,6,5,5,4,5,0,0,1,1,0,1,0
0,2550,3150,0,4,0,0,0,0,0,0,1,0,0,0,0,0
1,6200,100,0,2,5,5,0,0,0,0,1,1,0,0,0,0
0,9300,8400,3700,5,0,0,0,0,0,0,1,0,0,0,0,0
0,10800,4800,600,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3200,8250,300,4,6,6,2,6,0,0,1,1,0,1,0,0
1,50,4950,2200,6,3,4,6,3,6,3,1,0,0,1,0,1
0,650,3800,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,7000,2700,600,6,1,2,5,3,6,4,1,0,0,0,0,0
0,6900,4100,1750,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6700,6100,0,4,2,1,1,5,0,0,0,1,1,0,0,0
1,1300,850,0,2,3,3,0,0,0,0,1,1,0,0,0,0
1,9850,5650,450,2,6,4,0,0,0,0,1,0,0,0,0,0
0,3600,3050,0,3,0,0,0,0,0,0,1,0,0,0,0,0
0,0,7900,900,2,0,0,0,0,0,0,1,0,0,0,0,0
1,7850,1400,4300,5,4,4,3,2,2,0,0,0,0,1,1,0
1,8250,10900,200,3,1,1,2,0,0,0,1,1,0,0,0,0
1,3650,4150,1800,3,2,4,1,0,0,0,0,0,1,0,0,0
1,4400,9650,0,4,5,1,5,3,0,0,0,1,0,0,0,0
1,2250,3500,300,3,3,6,6,0,0,0,0,1,1,0,0,0
1,9050,2400,0,6,6,1,6,2,4,1,0,1,0,0,0,1
0,6450,950,550,4,0,0,0,0,0,0,1,0,0,0,0,0
1,9000,4950,1800,4,2,3,5,3,0,0,0,0,1,0,0,0
0,8800,1900,7250,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1050,2500,50,5,0,0,0,0,0,0,1,0,0,0,0,0
1,9250,2600,650,4,1,4,1,6,0,0,1,0,1,0,0,0
0,4300,5450,4550,2,0,0,0,0,0,0,0,0,0,0,0,0
0,4450,9650,7500,5,0,0,0,0,0,0,1,0,0,0,0,0
0,2750,9900,750,6,0,0,0,0,0,0,1,0,0,0,0,0
1,6100,1650,1150,4,3,2,3,3,0,0,0,1,0,0,0,0
1,2400,5050,0,5,4,4,2,3,1,0,0,0,0,0,1,0
1,400,9950,1800,4,1,2,3,2,0,0,1,0,0,0,0,0
1,4800,9500,0,3,6,1,2,0,0,0,0,1,0,0,0,0
0,3150,5550,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,9100,500,800,6,0,0,0,0,0,0,1,0,0,0,0,0
1,6500,9750,850,5,4,4,2,3,2,0,0,0,1,0,1,0
0,5350,8500,450,1,0,0,0,0,0,0,0,0,0,0,0,0
0,5450,9150,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,4850,10750,4150,5,0,0,0,0,0,0,1,0,0,0,0,0
0,5550,950,150,3,0,0,0,0,0,0,1,0,0,0,0,0
1,4550,5500,1550,6,1,6,3,6,5,1,1,0,0,0,0,1
0,8850,4700,400,5,0,0,0,0,0,0,1,0,0,0,0,0
0,1750,5750,650,5,0,0,0,0,0,0,1,0,0,0,0,0
0,6750,10850,400,3,0,0,0,0,0,0,1,0,0,0,0,0
0,7700,6100,250,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1800,3700,1650,3,1,5,3,0,0,0,1,0,0,0,0,0
1,5700,200,350,6,1,4,4,3,3,1,1,1,1,1,1,1
0,2200,4100,0,2,0,0,0,0,0,0,1,0,0,0,0,0
0,1850,1150,850,6,0,0,0,0,0,0,1,0,0,0,0,0
1,700,2250,5650,5,4,1,4,4,3,0,1,1,1,1,0,0
0,400,9850,400,1,0,0,0,0,0,0,0,0,0,0,0,0
0,9650,4600,950,3,0,0,0,0,0,0,1,0,0,0,0,0
0,9950,3700,750,3,0,0,0,0,0,0,1,0,0,0,0,0
0,7850,2750,500,3,0,0,0,0,0,0,1,0,0,0,0,0
0,10400,450,1900,2,0,0,0,0,0,0,0,0,0,0,0,0
1,2950,5200,0,5,2,3,1,1,4,0,0,0,1,1,0,0
1,9850,1300,1500,3,3,4,4,0,0,0,1,0,0,0,0,0
1,5500,1350,0,2,5,4,0,0,0,0,1,0,0,0,0,0
1,9300,10250,0,2,6,3,0,0,0,0,1,0,0,0,0,0
0,700,500,950,6,0,0,0,0,0,0,1,0,0,0,0,0
0,8350,4000,800,1,0,0,0,0,0,0,0,0,0,0,0,0
0,8400,6950,1650,4,0,0,0,0,0,0,1,0,0,0,0,0
0,9000,900,850,4,0,0,0,0,0,0,1,0,0,0,0,0
0,1950,5000,350,5,0,0,0,0,0,0,1,0,0,0,0,0
0,3050,2500,150,4,0,0,0,0,0,0,1,0,0,0,0,0
1,3750,1800,800,2,4,1,0,0,0,0,0,1,0,0,0,0
0,250,1900,0,5,0,0,0,0,0,0,1,0,0,0,0,0
1,7600,2900,0,5,1,5,6,5,1,0,1,0,0,0,1,0
0,600,9700,950,2,0,0,0,0,0,0,1,0,0,0,0,0
1,6500,3000,100,4,6,3,3,6,0,0,1,0,0,1,0,0
1,1550,500,1700,5,2,2,2,2,6,0,1,1,1,1,0,0
0,5200,100,1950,4,0,0,0,0,0,0,1,0,0,0,0,0
0,9900,6650,2050,6,0,0,0,0,0,0,1,0,0,0,0,0
0,6200,7150,7000,2,0,0,0,0,0,0,0,0,0,0,0,0
1,9500,3600,1950,4,6,5,5,6,0,0,0,1,1,0,0,0
0,1450,5300,0,5,0,0,0,0,0,0,1,0,0,0,0,0
1,5000,10100,4700,3,5,4,6,0,0,0,1,0,0,0,0,0
1,250,3400,200,2,6,1,0,0,0,0,0,1,0,0,0,0
1,8850,10700,0,6,1,3,6,6,1,1,1,0,0,0,1,1
0,8700,2550,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,0,6800,0,5,4,1,6,6,2,0,0,1,0,0,0,0
1,9050,1400,0,4,6,1,6,3,0,0,0,1,0,0,0,0
0,7000,4400,200,1,0,0,0,0,0,0,0,0,0,0,0,0
0,10900,750,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,4100,950,1850,1,0,0,0,0,0,0,0,0,0,0,0,0
0,8700,2050,0,5,0,0,0,0,0,0,1,0,0,0,0,0
1,7950,4950,450,2,4,4,0,0,0,0,1,1,0,0,0,0
0,5650,2000,1700,4,0,0,0,0,0,0,1,0,0,0,0,0
0,4800,4300,0,4,0,0,0,0,0,0,1,0,0,0,0,0
0,4250,6600,100,2,0,0,0,0,0,0,1,0,0,0,0,0
1,2900,5650,1850,5,4,4,4,3,2,0,1,1,1,0,0,0
1,8050,4650,1100,6,6,3,5,4,6,6,1,0,1,0,1,1
1,7350,1250,600,2,4,3,0,0,0,0,0,1,0,0,0,0
0,5250,4450,950,4,0,0,0,0,0,0,1,0,0,0,0,0
0,3500,2200,400,6,0,0,0,0,0,0,1,0,0,0,0,0
1,9250,7700,250,2,2,3,0,0,0,0,1,0,0,0,0,0
1,7300,3950,700,2,6,5,0,0,0,0,0,1,0,0,0,0
0,3950,7100,850,5,0,0,0,0,0,0,1,0,0,0,0,0
1,2800,1500,1000,4,2,6,5,3,0,0,0,0,1,0,0,0
0,3350,7650,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,4750,3400,950,2,4,4,0,0,0,0,1,1,0,0,0,0
0,3800,1700,1850,4,0,0,0,0,0,0,1,0,0,0,0,0
0,5400,9100,200,2,0,0,0,0,0,0,1,0,0,0,0,0
0,8200,4000,1350,5,0,0,0,0,0,0,1,0,0,0,0,0
0,550,5900,700,3,0,0,0,0,0,0,1,0,0,0,0,0
1,7200,1650,0,4,6,6,2,6,0,0,1,1,0,1,0,0
1,2750,50,900,4,4,6,2,6,0,0,0,1,0,1,0,0
0,9700,10350,3800,3,0,0,0,0,0,0,1,0,0,0,0,0
0,4250,1750,1100,1,0,0,0,0,0,0,0,0,0,0,0,0
1,900,8800,0,6,6,4,3,3,2,1,0,0,0,0,0,1
0,2850,1750,950,2,0,0,0,0,0,0,1,0,0,0,0,0
0,650,6250,6100,5,0,0,0,0,0,0,1,0,0,0,0,0
0,5600,9050,0,4,0,0,0,0,0,0,1,0,0,0,0,0
0,5900,8950,8800,1,0,0,0,0,0,0,0,0,0,0,0,0
0,500,7500,0,2,0,0,0,0,0,0,1,0,0,0,0,0
0,3750,6200,1800,3,0,0,0,0,0,0,1,0,0,0,0,0
0,4300,950,2250,2,0,0,0,0,0,0,0,0,0,0,0,0
1,6600,9550,550,2,1,1,0,0,0,0,1,1,0,0,0,0
1,5900,4050,650,2,2,4,0,0,0,0,1,0,0,0,0,0
0,3450,2200,1650,2,0,0,0,0,0,0,0,0,0,0,0,0
0,7950,8250,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,5850,400,0,5,0,0,0,0,0,0,1,0,0,0,0,0
0,7550,4550,1000,6,0,0,0,0,0,0,1,0,0,0,0,0
0,2700,50,1000,1,0,0,0,0,0,0,0,0,0,0,0,0
1,8550,4900,3000,6,5,6,5,3,1,2,0,0,0,0,1,0
1,3650,4150,1750,3,3,5,5,0,0,0,0,1,1,0,0,0
0,10800,3500,5450,5,0,0,0,0,0,0,1,0,0,0,0,0
0,5300,9050,1450,4,0,0,0,0,0,0,1,0,0,0,0,0
1,750,7250,750,2,3,1,0,0,0,0,0,1,0,0,0,0
0,3600,7100,2900,1,0,0,0,0,0,0,0,0,0,0,0,0
0,800,10800,4600,3,0,0,0,0,0,0,1,0,0,0,0,0
0,9200,1850,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,6400,1250,450,6,0,0,0,0,0,0,1,0,0,0,0,0
1,6000,9750,0,3,6,4,2,0,0,0,1,0,0,0,0,0
1,100,9800,0,2,6,5,0,0,0,0,0,1,0,0,0,0
0,8950,6350,0,4,0,0,0,0,0,0,1,0,0,0,0,0
0,650,3750,1550,5,0,0,0,0,0,0,1,0,0,0,0,0
1,5450,5000,350,2,2,5,0,0,0,0,0,1,0,0,0,0
1,9200,600,1600,4,4,2,1,6,0,0,0,0,1,0,0,0
0,1700,3200,700,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1850,7250,0,2,2,1,0,0,0,0,0,1,0,0,0,0
1,6000,3400,1400,2,1,6,0,0,0,0,1,0,0,0,0,0
1,1000,6800,800,4,1,6,3,5,0,0,1,0,0,0,0,0
1,4750,6850,1100,5,4,2,2,4,2,0,0,1,1,0,1,0
0,1400,9400,100,4,0,0,0,0,0,0,1,0,0,0,0,0
1,3550,2450,1500,5,4,5,5,3,6,0,0,1,1,0,0,0
1,3050,8500,950,2,2,5,0,0,0,0,0,1,0,0,0,0
0,9300,7300,0,5,0,0,0,0,0,0,1,0,0,0,0,0
1,6300,2150,0,2,4,1,0,0,0,0,0,1,0,0,0,0
1,4200,1950,1200,2,3,5,0,0,0,0,0,1,0,0,0,0
0,5700,300,8100,4,0,0,0,0,0,0,1,0,0,0,0,0
1,6800,7100,700,4,2,4,5,3,0,0,0,0,1,0,0,0
0,6250,8800,1600,4,0,0,0,0,0,0,1,0,0,0,0,0
0,8900,2400,1850,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1850,8350,0,4,5,5,4,3,0,0,1,1,0,0,0,0
0,2850,3700,1200,5,0,0,0,0,0,0,1,0,0,0,0,0
0,8450,5650,300,1,0,0,0,0,0,0,0,0,0,0,0,0
0,9350,1200,1600,6,0,0,0,0,0,0,1,0,0,0,0,0
1,1750,8550,0,4,6,1,3,1,0,0,0,1,0,1,0,0
1,7300,6850,0,4,2,2,3,5,0,0,0,0,0,1,0,0
